*******************************************************************************
 Revised: July 31, 2013                  Earth                              399
 
 GEOPHYSICAL PROPERTIES (revised Aug 15, 2018):
  Vol. Mean Radius (km)    = 6371.01+-0.02   Mass x10^24 (kg)= 5.97219+-0.0006
  Equ. radius, km          = 6378.137        Mass layers:
  Polar axis, km           = 6356.752          Atmos         = 5.1   x 10^18 kg
  Flattening               = 1/298.257223563   oceans        = 1.4   x 10^21 kg
  Density, g/cm^3          = 5.51              crust         = 2.6   x 10^22 kg
  J2 (IERS 2010)           = 0.00108262545     mantle        = 4.043 x 10^24 kg
  g_p, m/s^2  (polar)      = 9.8321863685      outer core    = 1.835 x 10^24 kg
  g_e, m/s^2  (equatorial) = 9.7803267715      inner core    = 9.675 x 10^22 kg
  g_o, m/s^2               = 9.82022         Fluid core rad  = 3480 km
  GM, km^3/s^2             = 398600.435436   Inner core rad  = 1215 km
  GM 1-sigma, km^3/s^2     =      0.0014     Escape velocity = 11.186 km/s
  Rot. Rate (rad/s)        = 0.00007292115   Surface area:
  Mean sidereal day, hr    = 23.9344695944     land          = 1.48 x 10^8 km
  Mean solar day 2000.0, s = 86400.002         sea           = 3.62 x 10^8 km
  Mean solar day 1820.0, s = 86400.0         Love no., k2    = 0.299
  Moment of inertia        = 0.3308          Atm. pressure   = 1.0 bar
  Mean temperature, K      = 270             Volume, km^3    = 1.08321 x 10^12
  Mean effect. IR temp, K  = 255             Magnetic moment = 0.61 gauss Rp^3
  Geometric albedo         = 0.367           Vis. mag. V(1,0)= -3.86
  Solar Constant (W/m^2)   = 1367.6 (mean), 1414 (perihelion), 1322 (aphelion)
 HELIOCENTRIC ORBIT CHARACTERISTICS:
  Obliquity to orbit, deg  = 23.4392911  Sidereal orb period  = 1.0000174 y
  Orbital speed, km/s      = 29.79       Sidereal orb period  = 365.25636 d
  Mean daily motion, deg/d = 0.9856474   Hill's sphere radius = 234.9       
*******************************************************************************
 
 
*******************************************************************************
Ephemeris / WWW_USER Fri Oct  4 08:21:27 2019 Pasadena, USA      / Horizons    
*******************************************************************************
Target body name: Earth (399)                     {source: DE431mx}
Center body name: Solar System Barycenter (0)     {source: DE431mx}
Center-site name: BODY CENTER
*******************************************************************************
Start time      : A.D. 2019-Sep-27 00:00:00.0000 TDB
Stop  time      : A.D. 2020-Sep-27 00:00:00.0000 TDB
Step-size       : 1000 steps
*******************************************************************************
Center geodetic : 0.00000000,0.00000000,0.0000000 {E-lon(deg),Lat(deg),Alt(km)}
Center cylindric: 0.00000000,0.00000000,0.0000000 {E-lon(deg),Dxy(km),Dz(km)}
Center radii    : (undefined)                                                  
Output units    : AU-D                                                         
Output type     : GEOMETRIC cartesian states
Output format   : 3 (position, velocity, LT, range, range-rate)
Reference frame : ICRF/J2000.0                                                 
Coordinate systm: Ecliptic and Mean Equinox of Reference Epoch                 
*******************************************************************************
            JDTDB,            Calendar Date (TDB),                      X,                      Y,                      Z,                     VX,                     VY,                     VZ,                     LT,                     RG,                     RR,
2458757.160000000, A.D. 2019-Sep-30 15:50:24.0000,  9.912086781052183E-01,  1.283593824862646E-01, -8.682213683558292E-06, -2.367568387123219E-03,  1.701934318551283E-02, -3.466814145249238E-07,  5.772545411491629E-03,  9.994852548680898E-01, -1.622454617615210E-04,
2458757.526000000, A.D. 2019-Oct-01 00:37:26.4000,  9.903224366494706E-01,  1.345859662935215E-01, -8.798889218197684E-06, -2.475263881325405E-03,  1.700558448394322E-02, -2.913269685685701E-07,  5.772201974565972E-03,  9.994257906077502E-01, -1.626897535681546E-04,
2458757.892000000, A.D. 2019-Oct-01 09:24:28.8000,  9.893967980388808E-01,  1.408073824855370E-01, -8.895812136837996E-06, -2.582852067558837E-03,  1.699110576756460E-02, -2.388155878202154E-07,  5.771857638324738E-03,  9.993661706357452E-01, -1.630958095739707E-04,
2458758.258000000, A.D. 2019-Oct-01 18:11:31.2000,  9.884318029480250E-01,  1.470233685582858E-01, -8.974098110084822E-06, -2.690325427099925E-03,  1.697591265386200E-02, -1.895469756980712E-07,  5.771512486772574E-03,  9.993064094970288E-01, -1.634607228072092E-04,
2458758.624000000, A.D. 2019-Oct-02 02:58:33.6000,  9.874274946612263E-01,  1.532336640954164E-01, -9.034997283196732E-06, -2.797677212908425E-03,  1.696001091217925E-02, -1.438562343010499E-07,  5.771166609416801E-03,  9.992465226893131E-01, -1.637821909064970E-04,
2458758.990000000, A.D. 2019-Oct-02 11:45:36.0000,  9.863839187967464E-01,  1.594380108015312E-01, -9.079870734299844E-06, -2.904901410051315E-03,  1.694340634471232E-02, -1.020147745201531E-07,  5.770820100014873E-03,  9.991865264461984E-01, -1.640584890774949E-04,
2458759.356000000, A.D. 2019-Oct-02 20:32:38.4000,  9.853011230487955E-01,  1.656361524952080E-01, -9.110167623490477E-06, -3.011992678884813E-03,  1.692610468591947E-02, -6.423310395512013E-08,  5.770473055395888E-03,  9.991264375331226E-01, -1.642884278322660E-04,
2458759.722000000, A.D. 2019-Oct-03 05:19:40.8000,  9.841791569526062E-01,  1.718278350688327E-01, -9.127403634539799E-06, -3.118946286775802E-03,  1.690811152186596E-02, -3.066502509350955E-08,  5.770125574383369E-03,  9.990662730608486E-01, -1.644713001986752E-04,
2458760.088000000, A.D. 2019-Oct-03 14:06:43.2000,  9.830180716757688E-01,  1.780128064225776E-01, -9.133141140304360E-06, -3.225758033722502E-03,  1.688943222948064E-02, -1.412780294651608E-09,  5.769777756836846E-03,  9.990060503195181E-01, -1.646068228347926E-04,
2458760.454000000, A.D. 2019-Oct-03 22:53:45.6000,  9.818179198371885E-01,  1.841908163796193E-01, -9.128971359003936E-06, -3.332424176489629E-03,  1.687007193450934E-02,  2.346728048638570E-08,  5.769429702820844E-03,  9.989457866347665E-01, -1.646950749394461E-04,
2458760.820000000, A.D. 2019-Oct-04 07:40:48.0000,  9.805787553534990E-01,  1.903616165890889E-01, -9.116498623772592E-06, -3.438941354967014E-03,  1.685003548612663E-02,  4.395887234084938E-08,  5.769081511902470E-03,  9.988854992461043E-01, -1.647364381499137E-04,
2458761.186000000, A.D. 2019-Oct-04 16:27:50.4000,  9.793006333115909E-01,  1.965249604223983E-01, -9.097326769255600E-06, -3.545306523502887E-03,  1.682932744569258E-02,  6.008007864948776E-08,  5.768733282572797E-03,  9.988252052067317E-01, -1.647315398516480E-04,
2458761.552000000, A.D. 2019-Oct-05 01:14:52.8000,  9.779836098650627E-01,  2.026806028676297E-01, -9.073047544708480E-06, -3.651516889072546E-03,  1.680795208695538E-02,  7.187800225310714E-08,  5.768385111782911E-03,  9.987649213032089E-01, -1.646812016000716E-04,
2458761.918000000, A.D. 2019-Oct-05 10:01:55.2000,  9.766277421518799E-01,  2.088283004256854E-01, -9.045230897848386E-06, -3.757569857351733E-03,  1.678591340503966E-02,  7.942391259965652E-08,  5.768037094582629E-03,  9.987046639929019E-01, -1.645863936966643E-04,
2458762.284000000, A.D. 2019-Oct-05 18:48:57.6000,  9.752330882302480E-01,  2.149678110109550E-01, -9.015416929594208E-06, -3.863462987124935E-03,  1.676321513175218E-02,  8.280897773714127E-08,  5.767689323848232E-03,  9.986444493568399E-01, -1.644481964236109E-04,
2458762.650000000, A.D. 2019-Oct-06 03:36:00.0000,  9.737997070296541E-01,  2.210988938584024E-01, -8.985109297133494E-06, -3.969193952962288E-03,  1.673986075502074E-02,  8.214062108984342E-08,  5.767341890085013E-03,  9.985842930655285E-01, -1.642677680161177E-04,
2458763.016000000, A.D. 2019-Oct-06 12:23:02.4000,  9.723276583141121E-01,  2.272213094382358E-01, -8.955769835321055E-06, -4.074760515742055E-03,  1.671585354060918E-02,  7.753950540006282E-08,  5.766994881290575E-03,  9.985242103552808E-01, -1.640463191407554E-04,
2458763.382000000, A.D. 2019-Oct-06 21:10:04.8000,  9.708170026548623E-01,  2.333348193787043E-01, -8.928814170510549E-06, -4.180160500357555E-03,  1.669119655458570E-02,  6.913711841688943E-08,  5.766648382865596E-03,  9.984642160127657E-01, -1.637850934358251E-04,
2458763.748000000, A.D. 2019-Oct-07 05:57:07.2000,  9.692678014100343E-01,  2.394391863970675E-01, -8.905608114840500E-06, -4.285391779805850E-03,  1.666589268533706E-02,  5.707391619231226E-08,  5.766302477559811E-03,  9.984043243656556E-01, -1.634853535385996E-04,
2458764.114000000, A.D. 2019-Oct-07 14:44:09.6000,  9.676801167090997E-01,  2.455341742383941E-01, -8.887464645954519E-06, -4.390452264787245E-03,  1.663994466420629E-02,  4.149796790004416E-08,  5.765957245442288E-03,  9.983445492774796E-01, -1.631483719556319E-04,
2458764.480000000, A.D. 2019-Oct-07 23:31:12.0000,  9.660540114402570E-01,  2.516195476215559E-01, -8.875641300767565E-06, -4.495339897929772E-03,  1.661335508407754E-02,  2.256403958598217E-08,  5.765612763886483E-03,  9.982849041450369E-01, -1.627754261095068E-04,
2458764.846000000, A.D. 2019-Oct-08 08:18:14.4000,  9.643895492392165E-01,  2.576950721915739E-01, -8.871337834189762E-06, -4.600052651773346E-03,  1.658612641543979E-02,  4.330516584852524E-10,  5.765269107561933E-03,  9.982254018969565E-01, -1.623677969032520E-04,
2458765.212000000, A.D. 2019-Oct-08 17:05:16.8000,  9.626867944781615E-01,  2.637605144773347E-01, -8.875694017687546E-06, -4.704588529691967E-03,  1.655826101963253E-02, -2.472815488662887E-08,  5.764926348425808E-03,  9.981660549922363E-01, -1.619267701719161E-04,
2458765.578000000, A.D. 2019-Oct-09 01:52:19.2000,  9.609458122539526E-01,  2.698156418536126E-01, -8.889787476741803E-06, -4.808945568987923E-03,  1.652976115911666E-02, -5.274680664837394E-08,  5.764584555708892E-03,  9.981068754178151E-01, -1.614536404288418E-04,
2458765.944000000, A.D. 2019-Oct-09 10:39:21.6000,  9.591666683749085E-01,  2.758602225063002E-01, -8.914631488487640E-06, -4.913121845454217E-03,  1.650062900472776E-02, -8.344400063750578E-08,  5.764243795891686E-03,  9.980478746844349E-01, -1.609497163581575E-04,
2458766.310000000, A.D. 2019-Oct-09 19:26:24.0000,  9.573494293457493E-01,  2.818940253997462E-01, -8.951172681489197E-06, -5.017115478765186E-03,  1.647086663996149E-02, -1.166343782025279E-07,  5.763904132667525E-03,  9.979890638202544E-01, -1.604163275493178E-04,
2458766.676000000, A.D. 2019-Oct-10 04:13:26.4000,  9.554941623505017E-01,  2.879168202451371E-01, -9.000288600968810E-06, -5.120924638119148E-03,  1.644047606241752E-02, -1.521257227833297E-07,  5.763565626890524E-03,  9.979304533618376E-01, -1.598548320131675E-04,
2458767.042000000, A.D. 2019-Oct-10 13:00:28.8000,  9.536009352333735E-01,  2.939283774689162E-01, -9.062785120340850E-06, -5.224547547620016E-03,  1.640945918259187E-02, -1.897185298702768E-07,  5.763228336507218E-03,  9.978720533423153E-01, -1.592666240610130E-04,
2458767.408000000, A.D. 2019-Oct-10 21:47:31.2000,  9.516698164777773E-01,  2.999284681803111E-01, -9.139393696933586E-06, -5.327982490947409E-03,  1.637781782026129E-02, -2.292055932992161E-07,  5.762892316471478E-03,  9.978138732766560E-01, -1.586531421685971E-04,
2458767.774000000, A.D. 2019-Oct-11 06:34:33.6000,  9.497008751838298E-01,  3.059168641371405E-01, -9.230768485433302E-06, -5.431227814927996E-03,  1.634555369874880E-02, -2.703716473910320E-07,  5.762557618643123E-03,  9.977559221441088E-01, -1.580158764869726E-04,
2458768.140000000, A.D. 2019-Oct-11 15:21:36.0000,  9.476941810448025E-01,  3.118933377091845E-01, -9.337483335907524E-06, -5.534281931685082E-03,  1.631266843739671E-02, -3.129930995794252E-07,  5.762224291671305E-03,  9.976982083680129E-01, -1.573563757026792E-04,
2458768.506000000, A.D. 2019-Oct-12 00:08:38.4000,  9.456498043230807E-01,  3.178576618385258E-01, -9.460028715291864E-06, -5.637143319109655E-03,  1.627916354260344E-02, -3.568378829885991E-07,  5.761892380864293E-03,  9.976407397932521E-01, -1.566762529916354E-04,
2458768.872000000, A.D. 2019-Oct-12 08:55:40.8000,  9.435678158262940E-01,  3.238096099964023E-01, -9.598808599753942E-06, -5.739810519430530E-03,  1.624504039779235E-02, -4.016654498713989E-07,  5.761561928047857E-03,  9.975835236617344E-01, -1.559771908263396E-04,
2458769.238000000, A.D. 2019-Oct-12 17:42:43.2000,  9.414482868843221E-01,  3.297489561362577E-01, -9.754137394847974E-06, -5.842282135862339E-03,  1.621030025272373E-02, -4.472269318896304E-07,  5.761232971414778E-03,  9.975265665863341E-01, -1.552609445573056E-04,
2458769.604000000, A.D. 2019-Oct-13 02:29:45.6000,  9.392912893279096E-01,  3.356754746428115E-01, -9.926236945092529E-06, -5.944556827153278E-03,  1.617494421250403E-02, -4.932654686933798E-07,  5.760905545368275E-03,  9.974698745237841E-01, -1.545293445417222E-04,
2458769.970000000, A.D. 2019-Oct-13 11:16:48.0000,  9.370968954696387E-01,  3.415889402771151E-01, -1.011523369643431E-05, -6.046633300156212E-03,  1.613897322669387E-02, -5.395167168642951E-07,  5.760579680362465E-03,  9.974134527470520E-01, -1.537842968458469E-04,
2458770.336000000, A.D. 2019-Oct-13 20:03:50.4000,  9.348651780879808E-01,  3.474891281176892E-01, -1.032115607770031E-05, -6.148510300461507E-03,  1.610238807884800E-02, -5.857095357695430E-07,  5.760255402742880E-03,  9.973573058177246E-01, -1.530277824704306E-04,
2458770.702000000, A.D. 2019-Oct-14 04:50:52.8000,  9.325962104151064E-01,  3.533758134979609E-01, -1.054393216438927E-05, -6.250186601251465E-03,  1.606518937679981E-02, -6.315668437399560E-07,  5.759932734590152E-03,  9.973014375589446E-01, -1.522618551532811E-04,
2458771.068000000, A.D. 2019-Oct-14 13:37:55.2000,  9.302900661290712E-01,  3.592487719403210E-01, -1.078338768533898E-05, -6.351660990571901E-03,  1.602737754394769E-02, -6.768066323668608E-07,  5.759611693569755E-03,  9.972458510293947E-01, -1.514886378391864E-04,
2458771.434000000, A.D. 2019-Oct-14 22:24:57.6000,  9.279468193509152E-01,  3.651077790872067E-01, -1.103924442702933E-05, -6.452932257252361E-03,  1.598895281173917E-02, -7.211431223631469E-07,  5.759292292790530E-03,  9.971905484987998E-01, -1.507103179481416E-04,
2458771.800000000, A.D. 2019-Oct-15 07:12:00.0000,  9.255665446471236E-01,  3.709526106296732E-01, -1.131111908383079E-05, -6.553999175725721E-03,  1.594991521348053E-02, -7.642880414497054E-07,  5.758974540674314E-03,  9.971355314253562E-01, -1.499291416036017E-04,
2458772.166000000, A.D. 2019-Oct-15 15:59:02.4000,  9.231493170378088E-01,  3.767830422339509E-01, -1.159852259521200E-05, -6.654860489999007E-03,  1.591026457952758E-02, -8.059520033269396E-07,  5.758658440838733E-03,  9.970808004354360E-01, -1.491474070007257E-04,
2458772.532000000, A.D. 2019-Oct-16 00:46:04.8000,  9.206952120108738E-01,  3.825988494664960E-01, -1.190086000290177E-05, -6.755514897008377E-03,  1.587000053384372E-02, -8.458459669911075E-07,  5.758343991994744E-03,  9.970263553058488E-01, -1.483674570977492E-04,
2458772.898000000, A.D. 2019-Oct-16 09:33:07.2000,  9.182043055423558E-01,  3.883998077180182E-01, -1.221743085402800E-05, -6.855961029552425E-03,  1.582912249184788E-02, -8.836827579964344E-07,  5.758031187860210E-03,  9.969721949488758E-01, -1.475916718000111E-04,
2458773.264000000, A.D. 2019-Oct-16 18:20:09.6000,  9.156766741230672E-01,  3.941856921269403E-01, -1.254743017003070E-05, -6.956197438940775E-03,  1.578762965942443E-02, -9.191786370968134E-07,  5.757720017090379E-03,  9.969183174002344E-01, -1.468224597748726E-04,
2458773.630000000, A.D. 2019-Oct-17 03:07:12.0000,  9.131123947916305E-01,  3.999562775026810E-01, -1.288994999698746E-05, -7.056222577421671E-03,  1.574552103293354E-02, -9.520549076307984E-07,  5.757410463226006E-03,  9.968647198100948E-01, -1.460622499869450E-04,
2458773.996000000, A.D. 2019-Oct-17 11:54:14.4000,  9.105115451739849E-01,  4.057113382491018E-01, -1.324398155097295E-05, -7.156034780367086E-03,  1.570279540004996E-02, -9.820395599858296E-07,  5.757102504659601E-03,  9.968113984372357E-01, -1.453134829775020E-04,
2458774.362000000, A.D. 2019-Oct-17 20:41:16.8000,  9.078742035294763E-01,  4.114506482883843E-01, -1.360841797297028E-05, -7.255632248102289E-03,  1.565945134127374E-02, -1.008868959889244E-06,  5.756796114620450E-03,  9.967583486464520E-01, -1.445786018323745E-04,
2458774.728000000, A.D. 2019-Oct-18 05:28:19.2000,  9.052004488036903E-01,  4.171739809855687E-01, -1.398205771183626E-05, -7.355013027174927E-03,  1.561548723200176E-02, -1.032289595902739E-06,  5.756491261179162E-03,  9.967055649093408E-01, -1.438600426914949E-04,
2458775.094000000, A.D. 2019-Oct-18 14:15:21.6000,  9.024903606882874E-01,  4.228811090739442E-01, -1.436360856149287E-05, -7.454174990774394E-03,  1.557090124512581E-02, -1.052059910208147E-06,  5.756187907272980E-03,  9.966530408086846E-01, -1.431602245559638E-04,
2458775.460000000, A.D. 2019-Oct-18 23:02:24.0000,  8.997440196882125E-01,  4.285718045814968E-01, -1.475169238763092E-05, -7.553115817943529E-03,  1.552569135423131E-02, -1.067952244624852E-06,  5.755886010753659E-03,  9.966007690467411E-01, -1.424815380491805E-04,
2458775.826000000, A.D. 2019-Oct-19 07:49:26.4000,  8.969615071967978E-01,  4.342458387586681E-01, -1.514485059427780E-05, -7.651832971181073E-03,  1.547985533760972E-02, -1.079754939961976E-06,  5.755585524460605E-03,  9.965487414579063E-01, -1.418263326950272E-04,
2458776.192000000, A.D. 2019-Oct-19 16:36:28.8000,  8.941429055794169E-01,  4.399029820077865E-01, -1.554155039250942E-05, -7.750323672024280E-03,  1.543339078346359E-02, -1.087274630451505E-06,  5.755286396322897E-03,  9.964969490263805E-01, -1.411969021953778E-04,
2458776.558000000, A.D. 2019-Oct-20 01:23:31.2000,  8.912882982665058E-01,  4.455430038147042E-01, -1.594019195124173E-05, -7.848584874236737E-03,  1.538629509686988E-02, -1.090338775019869E-06,  5.754988569495080E-03,  9.964453819096775E-01, -1.405954671305088E-04,
2458776.924000000, A.D. 2019-Oct-20 10:10:33.6000,  8.883977698568810E-01,  4.511656726834192E-01, -1.633911652350938E-05, -7.946613234317152E-03,  1.533856550926648E-02, -1.088798462675174E-06,  5.754691982532751E-03,  9.963940294690292E-01, -1.400241544803064E-04,
2458777.290000000, A.D. 2019-Oct-20 18:57:36.0000,  8.854714062323626E-01,  4.567707560747744E-01, -1.673661565438881E-05, -8.044405079200187E-03,  1.529019909142556E-02, -1.082531519038301E-06,  5.754396569615333E-03,  9.963428803079556E-01, -1.394849733828572E-04,
2458777.656000000, A.D. 2019-Oct-21 03:44:38.4000,  8.825092946847234E-01,  4.623580203507156E-01, -1.713094158240090E-05, -8.141956371247514E-03,  1.524119277105777E-02, -1.071445924140716E-06,  5.754102260824514E-03,  9.962919223204763E-01, -1.389797866233313E-04,
2458778.022000000, A.D. 2019-Oct-21 12:31:40.8000,  8.795115240558901E-01,  4.679272307260340E-01, -1.752031894729877E-05, -8.239262670932772E-03,  1.519154335633558E-02, -1.055483527458349E-06,  5.753808982487801E-03,  9.962411427505949E-01, -1.385102774925588E-04,
2458778.388000000, A.D. 2019-Oct-21 21:18:43.2000,  8.764781848921118E-01,  4.734781512300106E-01, -1.790295790556732E-05, -8.336319098004551E-03,  1.514124756669910E-02, -1.034624013921263E-06,  5.753516657597183E-03,  9.961905282647872E-01, -1.380779118836358E-04,
2458778.754000000, A.D. 2019-Oct-22 06:05:45.6000,  8.734093696124401E-01,  4.790105446808726E-01, -1.827706873100488E-05, -8.433120292362076E-03,  1.509030207229053E-02, -1.008889034995758E-06,  5.753225206312787E-03,  9.961400650392079E-01, -1.376838958145087E-04,
2458779.120000000, A.D. 2019-Oct-22 14:52:48.0000,  8.703051726913235E-01,  4.845241726764511E-01, -1.864087793771532E-05, -8.529660376376608E-03,  1.503870354321487E-02, -9.783463727050498E-07,  5.752934546560696E-03,  9.960897388631992E-01, -1.373291289769390E-04,
2458779.486000000, A.D. 2019-Oct-22 23:39:50.4000,  8.671656908543947E-01,  4.900187956048063E-01, -1.899264590653503E-05, -8.625932920907369E-03,  1.498644870951730E-02, -9.431139541019073E-07,  5.752644594732226E-03,  9.960395352603656E-01, -1.370141554105372E-04,
2458779.852000000, A.D. 2019-Oct-23 08:26:52.8000,  8.639910232856083E-01,  4.954941726788359E-01, -1.933068591849937E-05, -8.721930917744711E-03,  1.493353443227414E-02, -9.033634830584184E-07,  5.752355266489101E-03,  9.959894396279872E-01, -1.367391129631731E-04,
2458780.218000000, A.D. 2019-Oct-23 17:13:55.2000,  8.607812718428171E-01,  5.009500619989057E-01, -1.965338440524605E-05, -8.817646761602693E-03,  1.487995778550416E-02, -8.593234104404701E-07,  5.752066477674801E-03,  9.959394373948151E-01, -1.365036837889033E-04,
2458780.584000000, A.D. 2019-Oct-24 02:00:57.6000,  8.575365412776826E-01,  5.063862206472752E-01, -1.995922211870202E-05, -8.913072245002401E-03,  1.482571614773017E-02, -8.112809298818420E-07,  5.751778145327048E-03,  9.958895141963752E-01, -1.363070486951696E-04,
2458780.950000000, A.D. 2019-Oct-24 10:48:00.0000,  8.542569394545925E-01,  5.118024048174821E-01, -2.024679580222226E-05, -9.008198569356082E-03,  1.477080730099396E-02, -7.595826719594954E-07,  5.751490188779844E-03,  9.958396560657833E-01, -1.361478486100391E-04,
2458781.316000000, A.D. 2019-Oct-24 19:35:02.4000,  8.509425775620947E-01,  5.171983699808451E-01, -2.051483982990396E-05, -9.103016375204779E-03,  1.471522953403082E-02, -7.046337824604286E-07,  5.751202530836351E-03,  9.957898496368213E-01, -1.360241567093026E-04,
2458781.682000000, A.D. 2019-Oct-25 04:22:04.8000,  8.475935703094077E-01,  5.225738710908405E-01, -2.076224717048287E-05, -9.197515793834035E-03,  1.465898174524199E-02, -6.468951165625157E-07,  5.750915098986272E-03,  9.957400823547209E-01, -1.359334647459450E-04,
